name,category,formula(repeating unit),crystal system,color,crystal habit,fracture,mohs scale hardness,luster,specific gravity,polish luster,optical properties,refractive index,birefringence,pleochroism,ultraviolet fluorescence,absorption spectra,ima symbol,crystal class,space group,unit cell,formula mass,cleavage,tenacity,streak,diaphaneity,2v angle,fusibility,strunz classification,twinning,dana classification,density,dispersion,solubility,satin spar,selenite,alabaster,other characteristics,lustre,melting point,common impurities,hessonite,tsavorite,leuco-garnet,rosolite,alexandrite,cymophane,diagnostic features,alters to,demantoid,melanite,topazolite,achroite,indicolite,rubellite,verdelite,type,subgroups,composition,total known specimens,jmol (3d),pronunciation,appearance,"",atomic number (z),group,period,block,electron configuration,electrons per shell,phase atstp,boiling point,density (nearr.t.),whenliquid (atm.p.),critical point,heat of fusion,heat of vaporization,molar heat capacity,oxidation states,electronegativity,ionization energies,atomic radius,covalent radius,van der waals radius,natural occurrence,crystal structure,speed of sound thinrod,thermal expansion,thermal conductivity,electrical resistivity,magnetic ordering,molar magnetic susceptibility,young's modulus,shear modulus,bulk modulus,poisson ratio,mohs hardness,vickers hardness,brinell hardness,cas number,discovery,first isolation,titanclinohumite,classification,primary,secondary,fluorcanasite,frankamenite,mesh,ta98,ta2,th,fma,hackmanite,extinction,pyrope,almandine,spessartine,andradite,grossular,uvarovite,nickeloan rosasite,length fast/slow,magnetism,use/purpose,similar occurrences,alternative name,allotropes,recognized as an element by,mineral association,sapphire,ruby,emery,troostite,chinese,hanyu pinyin,ipa,yale romanization,jyutping,hokkien poj,teochew peng'im,vietnamese alphabet,hangul,hanja,revised romanization,kanji,romanization,traditionalchinese,simplified chinese,literal meaning,wade–giles,relief,optical sign,color in ppl,fabric,protoliths,tanzanite,thulite,manganophyllite
tugtupite,tectosilicate,na4(albesi4o12)cl,tetragonal,"white, pink, crimson, blue, green",,,4,vitreous,2.36,,,,,,,,ttp[1],disphenoidal (4) h-m symbol: (4),i4,,,,,,,,,9.fb.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strontium titanate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
operculum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollucite,zeolite mineral,cs(si2al)o6·nh2o,isometric,"usually colorless, also white, grey, pink, blue or violet","usually massive, rare crystals are normally trapezohedral or cubic",conchoidal to uneven,6.5 to 7,vitreous to greasy,2.7 to 3.0,,isotropic or very weakly anisotropic,1.508-1.528,,,,,pol[1],hexoctahedral (m3m) h-m symbol: (4/m 3 2/m),ia3d,a = 13.67å; z=16,,none observed,brittle,white,transparent to translucent,,,9.gb.05,,77.1.1.2,,,"readily soluble in hf, dissolves with difficulty in hot hcl",,,,sometimes weakly fluorescent under sw and lw uv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aegirine,"silicate mineral, pyroxene",nafe3+[si2o6],monoclinic,"dark green, greenish black","prismatic crystals may be in sprays of acicular crystals, fibrous, in radial concretions",uneven,6,vitreous to slightly resinous,3.50 - 3.60,,biaxial (-),nα = 1.720 - 1.778 nβ = 1.740 - 1.819 nγ = 1.757 - 1.839,δ = 0.037 - 0.061,"x = emerald green, deep green; y = grass-green, deep green, yellow; z = brownish green, green, yellowish brown, yellow",,,aeg[1],prismatic (2/m) (same h-m symbol),c2/c,"a = 9.658, b = 8.795 c = 5.294[å], β = 107.42°; z=4",231.00 g/mol,"good on {110}, (110) ^ (110) ≈87°; parting on {100}",brittle,yellowish-grey,translucent to opaque,"measured: 60° to 90°, calculated: 68° to 84°",,9.da.25,simple and lamellar twinning common on {100},,,moderate to strong r > v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumortierite,nesosilicate,"al7bo3(sio4)3o3 or al6.5-7bo3(sio4)3(o,oh)3[1]",orthorhombic,"blue, greenish-blue, violet-blue, pale blue, red",as fibrous or columnar crystals; coarsely crystalline to intimate parallel aggregates of needles; massive,fibrous,7 - 8.5,vitreous to dull,3.3 - 3.4,,biaxial (-),nα = 1.659 - 1.678 nβ = 1.684 - 1.691 nγ = 1.686 - 1.692,δ = 0.027,strong; x = deep blue or violet; y = yellow to red-violet or nearly colorless; z = colorless or very pale blue,,,dum[2],dipyramidal (mmm) h-m symbol: (2/m 2/m 2/m),pmcn (no. 62),"a = 11.77å, b = 20.21å c = 4.71å; z=4",,"distinct on {100}, poor on {110}; parting on {001}",,white,transparent to translucent,"measured: 20° to 52°, calculated: 30°",,9.aj.10,"common on {110}, may produce trillings",,,r > v; strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate mica group,"ca(mg,al)3(al3si)o10(oh)2",monoclinic,"colorless, yellow, orange, red-brown, brown, green",tabular pseudohexagonal crystals; foliated or lamellar radiated; massive,,"3.5 on {001}, 6 at angle to {001}","vitreous, pearly, submetallic",3.0 - 3.1,,biaxial (-),nα = 1.643 - 1.648 nβ = 1.655 - 1.662 nγ = 1.655 - 1.663,δ = 0.012 - 0.015,"x = colorless, pale orange, red-brown; y = z = pale brownish yellow, pale green",,,cln[1],prismatic (2/m) or domatic (m),c2/m or (?),"a = 5.204å, b = 9.026å, c = 9.812å; β = 100.35°; z=2",,perfect on {001},brittle,"white, slightly yellow-gray",transparent to translucent,measured: 2° to 40°,,,spiral polysynthetic twinning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
childrenite,phosphate minerals,"(fe2+,mn)2+alpo4(oh)2•h2o",orthorhombic,"yellowish brown, brown, clove-brown; colorless in transmitted light.",,"irregular/uneven, sub-conchoidal",5,"vitreous, resinous",3.11 - 3.19,,biaxial (-),nα = 1.644 - 1.649 nβ = 1.662 - 16.830 nγ = 1.671 - 1.691,δ = 0.027 - 0.042,visible,,,chd[1],pyramidal (mm2) (same h-m symbol),bba2,"a = 10.41å, b = 13.42å, c = 6.92å; z=8",,poor/indistinct on {100},,white,"transparent, translucent","measured: 40° to 45°, calculated: 50°",,8.dd.20,,,,r > v strong,soluble in acids.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rossmanite,cyclosilicate,"(ca,k,na, ▢)(al,fe,li,mg,mn)3(al,cr,fe,v)6(bo3)3(si,al,b)6o18(oh,f)4[1][2]",trigonal,"most commonly black, but can range from colorless to brown, red, orange, yellow, green, blue, violet, pink, or hues in-between. it can also be bi-colored, or even tri-colored. rarely, it can be found as neon green or electric blue.","parallel and elongated; acicular prisms, sometimes radiating; massive; scattered grains (in granite)","uneven, small conchoidal",7.0–7.5,"vitreous, sometimes resinous",3.06+0.20−0.06[1],vitreous[1],"double-refractive, uniaxial negative[1]",nω = 1.635–1.675nε = 1.610–1.650,−0.018 to −0.040; typically about −0.020 but in dark stones it may reach −0.040[1],"
typically moderate to strong[1]
red: definite; dark red, light red
green: strong; dark green, yellow-green
brown: definite; dark brown, light brown
blue: strong; dark blue, light blue
",pink stones; inert to very weak red to violet in long and short wave[1],"strong narrow band at 498nm, and almost complete absorption of red down to 640nm in blue and green stones; red and pink stones show lines at 458 and 451nm, as well as a broad band in the green spectrum[1]",tur[3],ditrigonal pyramidal (3m)h-m symbol: (3m),r3m (no. 160),,,indistinct,brittle,white,translucent to opaque,,,,,,2.82–3.32,0.017[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sellaite,halide mineral,mgf2,tetragonal,colorless to white,"prismatic crystals; fibrous, radial, spherulitic",conchoidal,5–5.5,vitreous,3.15,,uniaxial (+),nω = 1.378nε = 1.390,δ = 0.012,,,,sel[1],ditetragonal dipyramidal (4/mmm) h-m symbol: (4/m 2/m 2/m),p42/mnm,a = 4.6213(2) c = 3.0519(1)[å]; z=2,,perfect on {010} and {110},brittle,,transparent,,,3.ab.15,on {011},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hauyne,"tectosilicate, sodalite group",na3ca(si3al3)o12(so4)[1],isometric,"blue, white, gray, yellow, green, pink",dodecahedral or pseudo-octahedral,uneven to conchoidal,5 to 6,vitreous to greasy,2.4 to 2.5,,isotropic,n = 1.494 to 1.509,"none, isotropic","none, isotropic",,,hyn[2],hextetrahedral (43m) h-m symbol (4 3m),p43n,a = 9.08 - 9.13å; z=2,"1,032.43 g/mol[3]",distinct on {110},brittle,very pale blue to white,transparent to translucent,,4.5[4],9.fb.10 (10 ed) 8/j.11-30 (8 ed),common on {111},76.2.3.3,,,gelatinises in acids,,,,may fluoresce orange to pink under longwave ultraviolet light[5][6],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selenite,sulfate mineral,caso4·2h2o,monoclinic (2/m) space group: a2/a,"brown green, brownish yellow, greenish, gray green, gray white","earthy – dull, clay-like texture with no visible crystalline affinities, (e.g. howlite)","fibrous – thin, elongated fractures produced by crystal forms or intersecting cleavages (e.g. asbestos).",2,pearly,2.9,,biaxial (+) 2v=58,"nα=1.519-1.521, nβ=1.522-1.523, nγ=1.529-1.53",δ =0.0090-0.0100,,,,,,,,172.17,"[010] perfect, [100] distinct, [011] distinct",,white,,,,,,,,,,,,,"non-radioactive, non-magnetic, fluorescent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hematite,oxide minerals,"iron(iii) oxide, fe2o3, α-fe2o3[1]",trigonal,"metallic grey, dull to bright ""rust-red"" in earthy, compact, fine-grained material, steel-grey to black in crystals and massively crystalline ores","tabular to thick crystals; micaceous or platy, commonly in rosettes; radiating fibrous, reniform, botryoidal or stalactitic masses, columnar; earthy, granular, oolitic",uneven to subconchoidal,5.5–6.5,metallic to splendent,5.26,,uniaxial (−),"nω = 3.150–3.220, nε = 2.870–2.940",δ = 0.280,o = brownish red; e = yellowish red,,,hem[2],hexagonal scalenohedral (3m) h–m symbol: (3 2/m),r3c (no. 167),a = 5.038(2)å; c = 13.772(12)å; z=6,,"none, may show partings on {0001} and {1011}",brittle,bright red to dark red,opaque,,,4.cb.05,penetration and lamellar,4.3.1.2,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shungite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jasper,mineral,sio2 (with varying impurities),hexagonal,"most commonly red, but may be yellow, brown, green or (rarely) blue",,,6.5-7,vitreous,2.5-2.9,,,1.54-2.65,0.009,,,,,quartz (chalcedony),,,,indiscernible,,,opaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
musgravite,oxide minerals,"(mg,fe,zn)2beal6o12",trigonal,grey green to green,,conchoidal,8–8.5,vitreous,3.62–3.68,,uniaxial,"nω = 1.739, nε = 1.735",δ = 0.014 to 0.016,,,,,,,,,,,,transparent,,,04.fc.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sepiolite,phyllosilicates,mg4si6o15(oh)2·6h2o,orthorhombic,"grayish white, white, white with a yellowish or reddish tinge; bluish green","compact nodular, earthy, clayey, massive; rarely fine fibrous along [001]",,2,"dull, earthy",2; dry porous masses float on water,,biaxial (-),nα = 1.520 nβ = 1.520 nγ = 1.530,δ = 0.010,,,,sep[1],dipyramidal (mmm) h-m symbol: (2/m 2/m 2/m),pnna,"a = 5.21å, b = 26.73å c = 13.5å; z=4",,,,white,opaque,"measured: 20° to 70°, calculated: 18°",,9.ee.25,,74.03.01b.01 palygorskite-sepiolite group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goshenite,beryl,be3al2(si6o18),,colorless[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beryl,cyclosilicate,be3al2si6o18,hexagonal,"green, blue, yellow, colorless, pink, and others","prismatic to tabular crystals; radial, columnar; granular to compact massive",conchoidal to irregular,7.5–8.0,vitreous to resinous,2.63–2.92,,uniaxial (−),nω = 1.564–1.595 nε = 1.568–1.602,δ = 0.0040–0.0070,weak to distinct,"none (some fracture filling materials used to improve emerald's clarity do fluoresce, but the stone itself does not). morganite has weak violet fluorescence.",,brl[1],dihexagonal dipyramidal (6/mmm) h-m symbol: (6/m 2/m 2/m),p6/mcc,"a = 9.21å, c = 9.19å; z=2",537.50g/mol,imperfect on  {0001},brittle,white,transparent to translucent,,,9.cj.05,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maw sit sit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iddingsite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nambulite,inosilicate,"(li,na)mn4si5o14(oh)",triclinic,reddish orange brown,prismatic,,6.5,vitreous – adamantine,3.51,,biaxial (+),nα = 1.707 nβ = 1.710 nγ = 1.730,δ = 0.023,weak,,,nbl[1],pinacoidal (1) (same h-m symbol),p1,"a = 7.621, b = 11.761 c = 6.731[å]; α = 92.77° β = 95.08°, γ = 106.87°; z=2",612.13 g/mol,"{001} perfect, {100} distinct, {010} distinct",brittle,pale yellow,transparent to translucent,"(calculated) 44°, (measured) 30°",,9.dk.05,infrequent,,,r > v weak,,,,,the li analogue of natronambulite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orthoclase,silicate mineral,kalsi3o8,monoclinic,"colorless, greenish, greyish yellow, white, pink",can be anhedral or euhedral. grains are commonly elongate with a tabular appearance.,uneven,6 (defining mineral),"vitreous, pearly on cleavage surfaces",2.55–2.63,,"biaxial (−), 2v = 65–75",nα = 1.518–1.520  nβ = 1.522–1.524 nγ = 1.522–1.525,0.0050–0.0060,,,,or[1],prismatic (2/m) (same h–m symbol),c2/m,,,has perfect cleavage on {001} and good cleavage on {010}. cleavages intersect at 90°. it can be difficult to see cleavage in thin section due to orthoclase's low relief.,,white,transparent to translucent,,,9.fa.30,typically displays carlsbad twinning. baveno and manebach twins have also been reported in orthoclase.,,,relatively strong,,,,,low negative relief;alters to sericite or clay (commonly),,,,,,,,,,distinguishable from microcline by a lack in gridiron twinning. distinguishable from sanidine by a larger 2vx.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parallel to cleavage,,,,,,,,no slow or fast length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heliotrope,mineral,sio2 (silicon dioxide),trigonal,green with red or yellow spots,,,6.5–7,vitreous,2.61,,,1.53–1.54,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chrysoberyl,oxide minerals,beal2o4,orthorhombic,"various shades of green, emerald-green yellow, blue, brownish to greenish black, may be raspberry-red under incandescent light when chromian; colorless, pale shades of yellow, green, or red in transmitted light","crystals tabular or short prismatic, prominently striated",conchoidal to uneven,8.5,vitreous,3.5–3.84,,biaxial (+),nα=1.745 nβ=1.748 nγ=1.754,,x = red; y = yellow-orange; z = emerald-green,,,cbrl[1],dipyramidal (mmm) h-m symbol: (2/m 2/m 2/m),pbnm,"a = 5.481å, b = 9.415å, c = 4.428å; z=4",,"distinct on {110}, imperfect on {010}, poor on {001}",brittle,white,,measured: 70°,,4.ba.05,"contact and penetration twins common, often repeated forming rosette structures",,,,,,,,,,,,,,,,color change; green to red,chatoyant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labradorite,"adularescence, tectosilicate","(ca,na)(al,si)4o8, where ca/(ca + na) (% anorthite) is 50–70%",triclinic,"gray, gray-white, brown, greenish, pale green, blue, yellow, colorless","crystals typically thin and tabular, rhombic in cross section, striated; massive",uneven to conchoidal,6–6.5,vitreous to pearly on cleavages,2.68 to 2.72,,biaxial (+),nα = 1.554–1.563nβ = 1.559–1.568nγ = 1.562–1.573,δ = 0.008-0.010,,,,,pinacoidal (1) (same h-m symbol),,"a = 8.155å, b = 12.84å c = 10.16å; α = 93.5° β = 116.25°, γ = 89.133°; z=6",,"perfect on {001}, less perfect on {010}, intersecting at near 90°; distinct on {110}",,white,translucent to transparent,measured: 85°,,,"common by albite, pericline, carlsbad, baveno, or manebach twin laws",,,none,,,,,"labradorescence (iridescence, schiller optical effect)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
petalite,phyllosilicate,lialsi4o10,monoclinic,"colorless, grey, yellow, pink, to white",tabular prismatic crystals and columnar masses,subconchoidal,6 – 6.5,"vitreous, pearly on cleavages",2.4,,biaxial (+),"nα=1.504, nβ=1.510, nγ=1.516",δ = 0.012,,,,ptl[1],prismatic (2/m) (same h-m symbol),p2/a,"a = 11.737å, b = 5.171å, c = 7.63å; β = 112.54°; z=2",,"perfect on {001}, poor on {201} with 38.5° angle between the two",brittle,colorless,transparent to translucent,82 – 84° measured,5,9.ef.05,"common on {001}, lamellar",,,,insoluble,,,,,,1350 °c[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linarite,sulfate minerals,pbcu[(oh)2|so4],monoclinic,deep azure blue,crystals elongated and tabular; in crusts and aggregates,conchoidal,2.5,"sub-adamantine, vitreous",5.3 - 5.5,,biaxial (-),nα = 1.809 nβ = 1.838 nγ = 1.859,δ = 0.050,x = pale blue; y = blue; z = prussian blue,,,lna[1],prismatic (2/m) (same h-m symbol),p21/m,"a = 9.701(2), b = 5.65 c = 4.69[å]; β = 102.65°; z=2",,"perfect on {100}, imperfect on {001}",,pale blue,"transparent, translucent",measured: 80°,,7.bc.65,"common on {100}, also on {001}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monazite,phosphate minerals,"(ce,la,th)po4",monoclinic,"orange, purple, reddish brown, brown, pale yellow, pink, blue, green, gray,",commonly as prismatic or wedge-shaped crystals,conchoidal to uneven,5.0–5.5,"resinous, vitreous to adamantine",4.6–5.7 (4.98–5.43 for monazite-ce),,biaxial (+),nα = 1.770–1.793 nβ = 1.778–1.800 nγ = 1.823–1.860,,weak,,,,prismatic (2/m) (same h–m symbol),p21/n,,,distinct on [100] poor on [010],,white,translucent to opaque,10–26°,,8.ad.50,contact twins common,,,,,,,," radioactive if uranium and/or thorium-rich, dull brown cathodoluminescence, paramagnetic",,1900–2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"paramagnetic, moderately strongly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fluorite,halide mineral,caf2,isometric,"colorless, although samples are often deeply colored owing to impurities; purple, lilac, golden-yellow, green, blue, pink, champagne, brown.","well-formed coarse sized crystals; also nodular, botryoidal, rarely columnar or fibrous; granular, massive",subconchoidal to uneven,4 (defining mineral),vitreous,3.175–3.184; to 3.56 if high in rare-earth elements,,isotropic; weak anomalous anisotropism; moderate relief,1.433–1.448,,,,,flr[1],hexoctahedral (m3m) h–m symbol: (4/m 3 2/m) (cf12),fm3m (no. 225),a = 5.4626å; z=4,,"octahedral, perfect on {111}, parting on {011}",brittle,white,transparent to translucent,,3,3.ab.25,"common on {111}, interpenetrant, flattened",,,,slightly water soluble and in hot hydrochloric acid,,,,"may be fluorescent, phosphorescent, thermoluminescent, and/or triboluminescent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gahnite,oxide minerals spinel group spinel structural group,znal2o4,cubic,"dark green, bluish green, blue to indigo, yellow to brown","typically octahedra, rarely as dodecahedra also massive to granular","conchoidal, uneven",7.5–8.0,vitreous,4.38–4.60,,isotropic,n = 1.79–1.80,,,,,ghn[1],hexoctahedral (m3m) h-m symbol: (4/m 3 2/m),fd3m,,,indistinct parting on [111],,grey,translucent to nearly opaque,,,4.bb.05,common on [111] produces striations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terbium gallium garnet,synthetic mineral,tb3ga5o12,,,,,,,,,faraday rotator material,1.95,,,,,,,,,,,,,,,,,,,,,,,,,paramagnetic material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azurite,carbonate mineral,cu3(co3)2(oh)2,monoclinic,"azure-blue, dark to pale blue; pale blue in transmitted light","massive, prismatic, stalactitic, tabular",conchoidal,3.5 to 4,vitreous,"3.773 (measured), 3.78 (calculated)",,biaxial (+),nα = 1.730 nβ = 1.758 nγ = 1.838,δ = 0.108,visible shades of blue,,,azu[1],prismatic (2/m) (same h-m symbol),p21/c,"a = 5.01å, b = 5.85å c = 10.35å; β = 92.43°; z=2",344.67 g/mol,"perfect on {011}, fair on {100}, poor on {110}",brittle,light blue,transparent to translucent,"measured: 68°, calculated: 64°",,5.ba.05,"rare, twin planes {101}, {102} or {001}",,,relatively weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mimetite,arsenate minerals apatite group,pb5(aso4)3cl,hexagonal,"pale to bright yellow, yellowish brown, yellow-orange, white, may be colorless","prismatic to acicular crystals; reniform, botryoidal, globular,","brittle, conchoidal",3.5 - 4,"resinous, subadamantine",7.1 - 7.24,,"uniaxial (-), anomalously biaxial",nω = 2.147 nε = 2.128,0.019,weak,,,mim[1],dipyramidal (6/m) (same h-m symbol),p63/m,"a = 10.250(2)å, c = 7.454(1)å; z=2",,[1011] imperfect,brittle,white,transparent to translucent,,,8.bn.05,rare on {1122},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
